"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"405-7542","no",114,"408",2,101,32.81,193.0,81,21.25,250.0,2,2.59,9.6,"no",79,6.0,133.3,0,"no"
"364-4927","no",106,"415",0,112,26.96,158.6,114,18.7,220.0,3,2.46,9.1,"no",106,11.38,252.9,0,"no"
"329-3458","no",118,"415",2,125,15.56,91.5,113,18.69,219.9,8,3.43,12.7,"no",99,10.31,229.0,39,"yes"
"331-3842","no",59,"510",1,92,26.11,153.6,88,17.47,205.5,10,3.38,12.5,"no",89,5.15,114.5,0,"no"
"343-4147","no",87,"415",1,79,37.67,221.6,74,13.35,157.1,3,3.11,11.5,"yes",124,10.01,222.4,40,"yes"
"335-2274","no",21,"415",1,81,41.6,244.7,117,14.28,168.0,1,1.78,6.6,"no",87,12.67,281.5,0,"no"
"343-3227","no",142,"408",0,103,40.77,239.8,65,24.3,285.9,4,2.57,9.5,"no",106,11.55,256.7,24,"yes"
"336-6907","no",62,"415",0,132,29.31,172.4,100,19.59,230.5,5,2.97,11.0,"no",109,10.27,228.2,0,"no"
"331-1391","yes",149,"415",3,83,41.23,242.5,97,20.86,245.4,3,2.7,10.0,"no",80,9.88,219.6,0,"no"
"360-1643","no",54,"510",2,82,19.99,117.6,60,13.53,159.2,10,3.05,11.3,"no",113,10.64,236.4,39,"yes"
"410-2518","no",112,"510",1,127,29.67,174.5,71,22.04,259.3,7,3.05,11.3,"no",120,7.67,170.5,0,"no"
"344-4970","no",68,"510",1,83,26.74,157.3,85,18.78,220.9,7,3.24,12.0,"no",129,9.85,218.9,0,"no"
"408-1486","no",201,"415",1,97,32.64,192.0,81,20.32,239.1,3,4.08,15.1,"no",125,5.22,116.1,21,"yes"
"396-1648","no",88,"510",1,76,37.09,218.2,60,14.39,169.3,1,2.16,8.0,"no",99,6.35,141.1,0,"no"
"391-2022","no",85,"415",1,97,24.58,144.6,102,11.9,140.0,3,2.94,10.9,"no",148,7.44,165.4,29,"yes"
"420-6465","yes",51,"415",0,108,26.11,153.6,85,19.8,232.9,4,3.81,14.1,"yes",92,9.64,214.2,0,"no"
"398-2628","no",45,"510",2,104,23.09,135.8,101,18.91,222.5,6,2.13,7.9,"no",92,10.6,235.6,29,"yes"
"409-5519","no",116,"510",0,69,27.32,160.7,106,12.48,146.8,5,2.21,8.2,"no",144,12.95,287.8,0,"no"
"391-8554","no",146,"408",1,91,34.43,202.5,108,20.52,241.4,2,2.11,7.8,"no",77,7.63,169.6,31,"yes"
"395-1693","no",63,"510",1,119,25.87,152.2,91,19.3,227.1,5,3.32,12.3,"no",103,8.81,195.7,34,"yes"
"393-3194","no",133,"510",0,90,38.66,227.4,135,6.22,73.2,7,1.27,4.7,"no",99,5.14,114.3,0,"no"
"328-3402","no",125,"408",2,115,32.57,191.6,108,17.48,205.6,3,2.48,9.2,"no",123,9.46,210.2,0,"no"
"411-4781","no",72,"510",1,111,23.61,138.9,102,17.99,211.6,3,2.92,10.8,"no",91,8.08,179.5,0,"no"
"401-2581","no",130,"408",0,102,21.59,127.0,107,17.59,206.9,6,1.65,6.1,"no",99,10.43,231.7,0,"no"
"385-1214","no",97,"415",1,87,28.66,168.6,105,22.03,259.2,4,1.97,7.3,"no",123,12.59,279.8,0,"no"
"348-6853","yes",54,"415",1,73,48.72,286.6,108,18.97,223.2,5,3.11,11.5,"no",107,9.17,203.7,0,"no"
"341-8412","no",160,"415",1,121,27.98,164.6,108,22.34,262.8,4,4.1,15.2,"no",131,5.57,123.8,29,"yes"
"330-8142","no",79,"415",1,90,24.48,144.0,91,11.54,135.8,4,3.51,13.0,"no",129,9.56,212.4,0,"no"
"361-1404","no",92,"415",0,95,24.07,141.6,130,17.67,207.9,11,2.75,10.2,"no",95,9.16,203.6,47,"yes"
"375-9671","no",59,"415",1,65,34.73,204.3,123,21.02,247.3,4,3.24,12.0,"no",94,9.66,214.7,0,"no"
"372-1824","no",132,"510",1,80,27.74,163.2,90,14.25,167.6,10,1.67,6.2,"no",90,3.94,87.5,0,"no"
"408-3606","no",21,"510",0,110,38.25,225.0,111,20.76,244.2,4,2.89,10.7,"no",93,9.95,221.2,0,"no"
"333-3595","no",93,"415",2,103,29.94,176.1,130,16.97,199.7,6,2.3,8.5,"no",96,11.88,263.9,0,"no"
"379-7009","no",147,"415",5,78,43.21,254.2,105,19.39,228.1,7,3.73,13.8,"no",125,4.41,98.0,36,"yes"
"411-4940","no",101,"510",1,105,29.73,174.9,75,22.27,262.0,5,2.3,8.5,"no",93,9.45,210.0,0,"no"
"409-7523","yes",125,"415",0,118,31.84,187.3,111,13.66,160.7,2,2.59,9.6,"yes",112,11.87,263.8,0,"no"
"408-6725","no",63,"415",3,84,36.01,211.8,137,19.63,230.9,9,2.89,10.7,"no",99,9.77,217.1,0,"no"
"350-2384","no",107,"415",0,102,41.12,241.9,117,10.79,126.9,6,3.16,11.7,"no",92,8.35,185.6,0,"no"
"348-1706","no",110,"408",3,103,33.34,196.1,123,16.97,199.7,1,3.48,12.9,"no",71,6.12,135.9,0,"no"
"415-6145","no",83,"415",3,100,39.32,231.3,84,17.88,210.4,2,3.35,12.4,"no",106,9.78,217.4,0,"no"
"373-3731","no",117,"408",1,104,27.47,161.6,119,16.69,196.3,2,3.73,13.8,"no",111,13.27,294.8,0,"no"
"341-3349","no",124,"415",0,103,32.98,194.0,116,20.49,241.0,5,3.21,11.9,"no",153,10.24,227.5,0,"no"
"399-8859","no",115,"510",3,148,18.65,109.7,87,19.02,223.8,8,4.16,15.4,"no",96,10.81,240.3,0,"no"
"377-4518","no",156,"408",1,119,47.09,277.0,106,20.26,238.3,3,2.24,8.3,"yes",96,4.25,94.4,0,"no"
"341-1594","no",89,"408",0,83,32.66,192.1,88,13.91,163.6,3,1.65,6.1,"no",138,7.64,169.7,0,"no"
"418-8770","no",72,"415",0,147,33.73,198.4,121,18.44,216.9,4,3.54,13.1,"no",125,5.08,112.8,0,"no"
"332-9118","no",101,"415",0,82,35.56,209.2,74,13.57,159.7,3,2.57,9.5,"no",100,8.17,181.6,42,"yes"
"386-1418","no",53,"415",2,98,31.42,184.8,125,18.39,216.4,3,4.97,18.4,"no",116,6.35,141.1,0,"no"
"393-3535","no",116,"408",2,119,28.53,167.8,123,12.07,142.0,4,1.97,7.3,"no",128,8.58,190.7,0,"no"
"328-9006","no",78,"408",3,140,23.66,139.2,113,16.27,191.4,3,3.19,11.8,"no",125,12.89,286.5,0,"no"
"402-2482","no",117,"415",0,82,37.62,221.3,100,14.25,167.6,4,1.19,4.4,"no",87,11.82,262.7,17,"yes"
"408-4865","no",56,"510",1,84,20.67,121.6,115,14.05,165.3,2,2.4,8.9,"no",95,10.98,243.9,0,"no"
"396-6247","no",123,"408",1,99,45.97,270.4,110,20.83,245.1,7,4.16,15.4,"no",113,4.9,108.9,39,"yes"
"396-9462","no",127,"408",2,94,23.73,139.6,112,20.48,240.9,4,2.38,8.8,"no",88,5.72,127.1,0,"no"
"396-9279","no",116,"415",2,78,43.01,253.0,121,11.81,138.9,3,3.19,11.8,"no",104,12.5,277.8,23,"yes"
"363-8715","no",138,"510",1,83,31.26,183.9,93,20.46,240.7,3,4.05,15.0,"no",125,8.36,185.7,26,"yes"
"356-1358","no",120,"415",3,108,34.56,203.3,66,22.09,259.9,2,2.11,7.8,"no",103,5.22,115.9,0,"no"
"360-7839","no",102,"408",3,106,34.1,200.6,127,12.96,152.5,2,2.08,7.7,"no",128,8.97,199.4,0,"no"
"364-8774","no",95,"415",2,96,28.49,167.6,89,14.96,176.0,6,3.62,13.4,"no",113,11.29,250.9,0,"no"
"348-5038","no",102,"408",2,67,26.61,156.5,103,17.37,204.3,2,2.67,9.9,"no",72,6.39,141.9,0,"no"
"365-4728","no",89,"415",1,140,36.57,215.1,69,16.78,197.4,10,2.86,10.6,"no",117,7.29,162.1,25,"yes"
"351-9037","no",50,"408",1,82,51.29,301.7,118,14.2,167.1,6,2.84,10.5,"no",89,3.25,72.2,0,"no"
"397-9184","no",93,"415",7,90,25.89,152.3,102,22.74,267.5,5,3.05,11.3,"no",130,12.01,266.9,42,"yes"
"398-4538","no",68,"510",1,116,33.22,195.4,101,18.03,212.1,11,4.08,15.1,"no",134,6.23,138.4,0,"no"
"382-6827","no",70,"408",2,97,35.48,208.7,83,23.42,275.5,3,2.16,8.0,"no",122,8.21,182.5,0,"no"
"408-1340","no",138,"415",0,87,32.32,190.1,123,18.97,223.2,6,3.83,14.2,"no",130,11.53,256.2,29,"yes"
"333-9511","no",141,"415",4,87,31.52,185.4,128,15.17,178.5,3,2.16,8.0,"no",107,9.82,218.3,37,"yes"
"358-7379","no",112,"415",0,95,31.14,183.2,125,21.49,252.8,3,2.62,9.7,"no",95,7.05,156.7,17,"yes"
"397-1766","yes",117,"510",1,100,9.21,54.2,84,25.77,303.2,2,2.32,8.6,"yes",84,7.73,171.8,0,"no"
"331-2144","no",1,"408",1,115,35.36,208.0,113,15.73,185.0,9,2.19,8.1,"no",144,8.0,177.7,26,"yes"
"345-7014","no",70,"415",1,110,39.15,230.3,87,6.62,77.9,4,3.56,13.2,"no",105,11.12,247.1,0,"no"
"395-1898","no",87,"510",2,102,40.94,240.8,106,6.45,75.9,3,1.92,7.1,"no",115,10.11,224.6,22,"yes"
"373-8920","no",52,"510",2,119,33.27,195.7,95,9.03,106.2,3,1.43,5.3,"no",94,7.08,157.4,21,"yes"
"373-8908","yes",97,"408",0,82,46.94,276.1,106,17.09,201.1,4,2.4,8.9,"no",73,10.41,231.3,0,"no"
"415-1203","no",105,"408",2,93,28.24,166.1,106,14.95,175.9,3,4.37,16.2,"no",55,10.96,243.5,0,"no"
"369-7017","yes",77,"510",4,117,23.1,135.9,102,20.78,244.5,3,3.11,11.5,"no",74,9.34,207.5,28,"yes"
"420-8435","yes",80,"415",2,122,32.15,189.1,92,18.97,223.2,3,3.75,13.9,"yes",116,12.11,269.0,0,"no"
"395-2579","no",120,"510",1,117,30.24,177.9,70,14.88,175.1,4,3.11,11.5,"no",117,7.26,161.3,43,"yes"
"405-7850","no",54,"408",2,73,24.46,143.9,117,17.88,210.3,8,3.38,12.5,"no",117,5.81,129.2,39,"yes"
"394-7710","no",148,"510",2,138,25.19,148.2,123,13.57,159.6,3,2.32,8.6,"yes",62,8.88,197.4,0,"no"
"342-4122","yes",119,"408",2,115,48.81,287.1,99,13.54,159.3,1,3.75,13.9,"no",86,9.76,216.8,0,"no"
"340-1876","yes",162,"408",1,144,30.55,179.7,129,18.54,218.1,8,2.51,9.3,"no",105,9.55,212.3,26,"yes"
"383-6095","yes",85,"510",5,96,28.19,165.8,141,16.15,190.0,3,2.94,10.9,"no",116,6.48,144.0,0,"no"
"413-1061","no",101,"510",1,144,24.5,144.1,105,14.25,167.6,3,3.92,14.5,"no",107,10.8,240.0,25,"yes"
"343-5347","no",172,"415",0,85,29.33,172.5,71,21.51,253.1,6,1.59,5.9,"no",113,9.97,221.6,0,"no"
"376-4861","no",80,"415",1,138,33.97,199.8,91,14.2,167.1,4,1.49,5.5,"no",94,12.23,271.8,0,"no"
"417-2265","no",67,"510",2,134,18.55,109.1,76,12.1,142.3,5,2.94,10.9,"no",86,4.1,91.2,0,"no"
"419-7415","no",86,"408",1,106,29.21,171.8,44,25.64,301.7,5,2.62,9.7,"no",108,6.27,139.4,0,"no"
"407-2259","yes",107,"415",1,101,37.79,222.3,111,24.31,286.0,4,3.27,12.1,"no",117,11.22,249.4,0,"no"
"333-2906","no",133,"510",0,102,41.79,245.8,90,22.5,264.7,7,3.02,11.2,"no",103,5.03,111.7,0,"no"
"360-7477","no",116,"510",0,110,27.98,164.6,103,23.0,270.6,3,2.16,8.0,"no",109,10.37,230.4,0,"no"
"342-5243","no",63,"408",0,107,35.99,211.7,77,23.09,271.7,7,2.0,7.4,"no",108,9.15,203.3,0,"no"
"417-3999","yes",119,"408",0,103,25.02,147.2,96,13.61,160.1,2,2.08,7.7,"yes",120,8.28,184.0,16,"yes"
"379-1720","yes",133,"408",0,103,43.3,254.7,80,21.44,252.2,3,2.16,8.0,"yes",103,8.01,178.1,0,"no"
"368-3117","no",94,"408",1,113,28.92,170.1,94,23.1,271.8,4,2.35,8.7,"yes",78,4.98,110.7,0,"no"
"352-5000","no",69,"510",0,91,33.17,195.1,57,22.23,261.5,5,3.08,11.4,"no",90,9.17,203.8,0,"no"
"405-7676","yes",146,"408",7,83,25.38,149.3,130,15.9,187.1,4,2.13,7.9,"no",100,6.74,149.8,0,"no"
"361-2349","yes",119,"510",2,75,13.92,81.9,114,21.57,253.8,1,2.4,8.9,"no",125,9.59,213.1,0,"no"
"383-2901","no",142,"408",0,109,32.49,191.1,120,12.72,149.6,3,2.65,9.8,"yes",60,10.25,227.8,25,"yes"
"369-7049","no",123,"408",3,115,35.17,206.9,86,19.07,224.4,2,2.24,8.3,"no",60,8.88,197.4,0,"no"
"387-5533","yes",101,"408",1,156,40.63,239.0,106,23.21,273.0,8,3.65,13.5,"no",93,12.52,278.2,0,"no"
"362-3660","no",43,"415",0,97,30.48,179.3,126,21.48,252.7,5,2.16,8.0,"no",114,10.24,227.5,0,"no"
"357-3577","no",69,"408",0,91,31.5,185.3,88,18.62,219.1,5,1.49,5.5,"no",107,10.96,243.6,0,"no"
"394-3312","no",15,"510",2,80,24.04,141.4,76,10.53,123.9,3,2.19,8.1,"yes",88,14.56,323.5,0,"no"
"395-8330","no",107,"510",1,91,42.26,248.6,115,10.14,119.3,1,3.24,12.0,"no",83,8.74,194.3,25,"yes"
"373-8895","no",67,"510",2,131,25.93,152.5,107,21.45,252.4,3,1.32,4.9,"no",104,8.34,185.4,0,"no"
"386-4581","no",99,"415",1,102,24.75,145.6,87,19.63,230.9,7,3.08,11.4,"no",86,8.17,181.5,0,"no"
"354-8191","no",46,"415",1,116,27.91,164.2,153,16.68,196.2,1,2.19,8.1,"no",119,10.62,236.1,0,"no"
"359-7562","no",55,"408",1,115,37.57,221.0,97,14.06,165.4,4,2.62,9.7,"yes",117,10.59,235.4,0,"no"
"359-4336","yes",39,"415",1,126,50.22,295.4,117,19.73,232.1,2,3.11,11.5,"no",123,9.2,204.4,0,"no"
"336-9901","no",92,"510",2,98,23.77,139.8,143,14.87,174.9,7,2.54,9.4,"no",135,9.07,201.6,0,"no"
"406-3069","yes",56,"415",4,99,27.59,162.3,78,12.67,149.1,1,4.0,14.8,"no",115,11.5,255.5,0,"no"
"334-6519","yes",76,"415",0,97,46.36,272.7,95,20.09,236.4,2,2.08,7.7,"no",105,10.6,235.5,0,"no"
"361-8113","no",132,"408",2,75,34.05,200.3,67,19.26,226.6,3,3.48,12.9,"yes",91,8.95,198.8,33,"yes"
"347-9769","no",140,"510",1,77,26.71,157.1,97,14.65,172.4,9,3.0,11.1,"no",94,8.3,184.5,28,"yes"
"352-9130","no",51,"510",2,60,23.09,135.8,134,17.05,200.6,7,3.32,12.3,"yes",98,8.66,192.4,12,"yes"
"378-4557","no",27,"408",1,110,40.24,236.7,92,19.71,231.9,6,3.43,12.7,"no",85,7.41,164.7,0,"no"
"360-8919","no",224,"510",3,133,18.94,111.4,66,14.88,175.0,6,1.49,5.5,"no",106,9.77,217.2,0,"no"
"405-4109","yes",105,"510",0,89,26.54,156.1,114,9.1,107.1,3,3.97,14.7,"yes",95,7.55,167.7,28,"yes"
"381-2498","no",117,"408",2,93,32.49,191.1,56,24.04,282.8,4,3.24,12.0,"no",118,3.82,84.8,0,"no"
"357-5696","yes",91,"415",1,123,26.01,153.0,127,11.99,141.1,15,2.78,10.3,"no",76,7.72,171.5,0,"no"
"412-2947","no",135,"415",4,123,37.2,218.8,64,20.64,242.8,3,2.78,10.3,"no",80,3.86,85.8,0,"no"
"363-3571","no",146,"415",3,101,34.92,205.4,77,11.47,134.9,2,2.78,10.3,"no",83,13.97,310.5,0,"no"
"405-5403","yes",147,"415",0,111,38.28,225.2,98,15.72,184.9,1,2.67,9.9,"yes",146,6.44,143.2,0,"no"
"330-9354","yes",68,"510",2,127,42.48,249.9,118,21.63,254.5,6,2.4,8.9,"no",98,12.29,273.2,0,"no"
"396-7091","no",68,"408",3,89,22.37,131.6,109,11.65,137.0,5,2.75,10.2,"no",107,11.53,256.3,0,"no"
"398-3004","no",86,"408",0,99,33.64,197.9,100,14.08,165.6,9,2.73,10.1,"no",120,9.36,208.0,21,"yes"
"400-4020","no",131,"415",1,129,28.31,166.5,107,17.87,210.2,5,2.67,9.9,"no",93,11.57,257.2,0,"no"
"356-3448","no",86,"415",1,79,38.32,225.4,112,15.9,187.1,3,3.48,12.9,"no",112,12.65,281.1,29,"yes"
"335-2019","yes",159,"415",2,103,46.89,275.8,108,16.11,189.5,5,2.0,7.4,"no",93,10.08,223.9,0,"no"
"332-6633","no",134,"415",1,105,24.29,142.9,61,7.53,88.6,6,2.92,10.8,"no",96,13.05,290.0,40,"yes"
"359-7648","no",113,"510",1,113,35.22,207.2,80,21.76,256.0,1,2.67,9.9,"no",87,9.49,211.0,0,"no"
"412-9190","no",132,"408",1,100,35.05,206.2,118,17.95,211.2,6,2.75,10.2,"no",122,8.83,196.2,0,"no"
"368-9007","no",85,"415",1,66,35.75,210.3,76,16.64,195.8,7,3.02,11.2,"no",82,9.97,221.6,0,"no"
"384-5632","yes",93,"510",1,117,38.37,225.7,122,10.17,119.6,7,3.78,14.0,"yes",125,8.69,193.2,38,"yes"
"352-6068","yes",174,"408",4,91,28.53,167.8,91,17.45,205.3,4,3.92,14.5,"no",132,5.85,130.0,33,"yes"
"343-9645","no",61,"415",2,118,33.61,197.7,96,12.94,152.2,3,1.89,7.0,"no",93,9.95,221.0,0,"no"
"384-7873","no",91,"415",1,105,28.87,169.8,116,5.54,65.2,4,2.94,10.9,"no",92,6.5,144.4,39,"yes"
"396-2187","no",88,"408",2,104,32.4,190.6,105,20.17,237.3,1,2.65,9.8,"no",116,9.52,211.6,28,"yes"
"383-5109","no",88,"408",2,140,13.65,80.3,101,13.03,153.3,3,3.46,12.8,"no",123,13.91,309.2,45,"yes"
"377-7843","no",195,"415",0,110,39.39,231.7,88,19.13,225.1,2,3.27,12.1,"no",89,9.08,201.7,36,"yes"
"382-7999","no",182,"415",0,114,11.75,69.1,109,19.58,230.3,4,1.76,6.5,"no",96,11.55,256.7,0,"no"
"328-1222","no",118,"408",4,60,32.1,188.8,64,18.48,217.4,7,2.21,8.2,"no",100,9.9,220.1,0,"no"
"371-1727","yes",103,"408",8,125,25.6,150.6,126,14.37,169.1,8,2.81,10.4,"no",104,9.95,221.2,0,"no"
"369-8871","no",65,"510",2,89,32.64,192.0,88,11.86,139.5,4,1.49,5.5,"no",102,8.43,187.4,0,"no"
"335-9726","no",61,"408",3,78,27.83,163.7,112,9.62,113.2,3,2.67,9.9,"no",118,6.03,134.1,25,"yes"
"357-3709","no",172,"415",1,100,35.99,211.7,101,16.89,198.7,9,1.76,6.5,"no",136,13.58,301.7,0,"no"
"422-9964","no",72,"415",1,103,29.84,175.5,120,11.25,132.3,3,3.19,11.8,"no",96,10.93,242.9,0,"no"
"366-9211","no",113,"510",2,120,25.52,150.1,85,17.01,200.1,3,2.97,11.0,"no",105,12.0,266.7,0,"no"
"384-9033","no",177,"408",1,99,32.22,189.5,117,14.99,176.3,2,3.83,14.2,"no",112,10.17,225.9,0,"no"
"382-4932","yes",100,"408",6,94,12.04,70.8,102,18.33,215.6,1,2.57,9.5,"no",125,10.39,230.8,0,"no"
"404-7518","no",67,"415",1,102,36.64,215.5,95,16.21,190.7,6,2.32,8.6,"no",106,9.65,214.5,0,"no"
"353-1954","no",136,"415",3,105,17.29,101.7,99,17.24,202.8,6,2.54,9.4,"no",119,6.13,136.2,0,"no"
"391-7166","no",71,"415",4,132,43.93,258.4,119,10.78,126.8,8,2.62,9.7,"no",87,8.21,182.4,0,"no"
"370-9000","no",134,"408",1,126,41.21,242.4,115,13.0,152.9,6,3.19,11.8,"no",115,14.32,318.3,0,"no"
"332-3642","no",124,"415",1,82,22.41,131.8,119,24.17,284.3,2,3.05,11.3,"no",101,13.75,305.5,0,"no"
"412-3898","no",84,"415",2,102,32.33,190.2,141,16.8,197.7,6,2.65,9.8,"no",102,11.14,247.5,0,"no"
"366-5640","no",39,"408",2,104,26.2,154.1,112,17.36,204.2,4,2.65,9.8,"no",92,8.83,196.2,0,"no"
"356-2302","no",110,"510",3,127,31.96,188.0,118,7.69,90.5,3,4.13,15.3,"no",64,6.76,150.3,0,"no"
"345-9018","no",102,"510",1,70,17.53,103.1,129,23.38,275.0,5,3.02,11.2,"no",92,6.35,141.1,0,"no"
"365-6205","no",70,"415",0,130,29.82,175.4,130,13.56,159.5,4,3.13,11.6,"no",96,11.73,260.6,0,"no"
"337-1151","no",142,"415",1,93,24.72,145.4,98,17.77,209.1,1,2.94,10.9,"no",96,9.63,214.0,0,"no"
"374-4664","no",81,"510",1,85,42.6,250.6,50,15.97,187.9,5,2.11,7.8,"yes",131,5.41,120.3,0,"no"
"396-9656","no",17,"415",1,123,27.46,161.5,81,18.21,214.2,5,2.32,8.6,"no",106,14.18,315.0,0,"no"
"377-5043","yes",119,"408",1,101,44.22,260.1,68,21.8,256.5,2,2.7,10.0,"no",89,10.31,229.1,0,"no"
"401-7359","yes",105,"415",0,124,47.82,281.3,96,25.63,301.5,3,2.35,8.7,"no",109,9.13,202.8,0,"no"
"375-2184","yes",108,"415",3,90,22.12,130.1,128,14.2,167.0,5,3.67,13.6,"yes",80,11.01,244.7,42,"yes"
"367-6005","no",90,"415",2,118,17.34,102.0,134,9.63,113.3,3,3.08,11.4,"no",105,8.49,188.6,0,"no"
"364-2166","no",100,"415",1,104,37.18,218.7,144,13.18,155.0,4,3.27,12.1,"no",117,4.46,99.0,33,"yes"
"414-4741","no",155,"408",1,86,21.85,128.5,91,16.01,188.4,6,1.84,6.8,"no",85,11.45,254.4,30,"yes"
"403-9719","yes",113,"510",2,100,21.88,128.7,67,19.3,227.1,4,2.48,9.2,"no",135,8.01,178.1,0,"no"
"371-8452","no",123,"415",1,92,29.27,172.2,76,13.82,162.6,4,2.35,8.7,"no",101,11.26,250.3,0,"no"
"392-6239","no",145,"408",1,124,33.86,199.2,86,10.71,126.0,3,2.05,7.6,"no",135,13.01,289.2,0,"no"
"410-5250","no",42,"415",2,98,31.37,184.5,93,17.04,200.5,3,2.38,8.8,"no",91,12.56,279.2,0,"no"
"336-1574","no",125,"510",0,99,28.66,168.6,107,14.93,175.6,7,2.94,10.9,"no",92,10.95,243.3,0,"no"
"406-8324","no",131,"415",1,118,29.58,174.0,81,17.45,205.3,3,1.81,6.7,"no",90,9.82,218.2,30,"yes"
"411-7110","no",107,"415",1,65,39.17,230.4,80,21.88,257.4,3,2.3,8.5,"no",88,4.83,107.3,0,"no"
"341-9907","no",48,"408",1,73,33.69,198.2,115,17.24,202.8,5,1.38,5.1,"no",73,6.59,146.4,0,"no"
"400-8952","no",76,"510",0,96,31.64,186.1,100,17.99,211.6,4,2.16,8.0,"no",100,10.38,230.6,0,"no"
"333-9266","no",128,"415",1,105,25.25,148.5,106,20.66,243.0,2,1.84,6.8,"no",114,11.48,255.2,0,"no"
"419-4894","no",73,"415",0,109,26.71,157.1,83,22.85,268.8,8,2.7,10.0,"no",91,8.17,181.5,0,"no"
"364-9904","yes",52,"415",4,110,26.35,155.0,104,11.34,133.4,4,1.89,7.0,"no",84,7.92,176.1,0,"no"
"394-3048","no",126,"415",1,123,21.98,129.3,114,15.0,176.5,7,2.59,9.6,"yes",102,6.95,154.5,26,"yes"
"352-6265","no",124,"415",1,77,32.05,188.5,123,15.47,182.0,6,1.65,6.1,"no",127,9.82,218.2,0,"no"
"357-3187","no",137,"408",0,120,35.5,208.8,100,19.15,225.3,5,3.0,11.1,"no",130,9.97,221.6,0,"no"
"373-8483","yes",71,"510",0,82,40.46,238.0,94,23.67,278.5,10,3.19,11.8,"no",134,8.69,193.1,0,"no"
"375-9930","no",139,"415",0,103,35.89,211.1,108,17.59,206.9,4,1.51,5.6,"no",70,8.73,193.9,0,"no"
"352-6282","no",107,"510",3,87,33.81,198.9,90,17.6,207.0,4,3.4,12.6,"no",76,7.19,159.8,30,"yes"
"396-2945","no",147,"408",1,79,36.18,212.8,91,17.35,204.1,2,2.75,10.2,"no",113,7.03,156.2,0,"no"
"412-3527","no",116,"510",3,126,23.36,137.4,94,10.2,120.0,2,3.35,12.4,"no",64,5.86,130.3,0,"no"
"328-4231","no",60,"510",2,75,32.61,191.8,135,22.76,267.8,3,3.46,12.8,"no",62,9.02,200.5,31,"yes"
"413-9055","no",38,"510",0,92,25.33,149.0,78,4.18,49.2,11,3.75,13.9,"no",93,7.35,163.3,0,"no"
"363-8755","no",63,"408",3,118,19.91,117.1,90,21.22,249.6,4,3.0,11.1,"no",84,7.3,162.2,0,"no"
"388-8891","no",94,"415",3,79,18.36,108.0,152,20.56,241.9,3,2.81,10.4,"no",92,11.34,252.1,0,"no"
"360-1776","no",131,"415",0,133,19.18,112.8,116,16.95,199.4,5,2.73,10.1,"no",105,6.42,142.7,0,"no"
"411-3578","no",158,"510",1,105,29.9,175.9,88,16.01,188.3,6,2.97,11.0,"no",98,8.47,188.3,0,"no"
"399-7268","yes",139,"510",1,109,40.22,236.6,107,14.44,169.9,2,3.0,11.1,"no",118,9.55,212.3,0,"no"
"350-1532","no",77,"415",1,102,28.8,169.4,144,15.72,184.9,7,0.54,2.0,"no",89,10.54,234.3,0,"no"
"359-2197","no",140,"415",3,79,22.03,129.6,99,20.93,246.2,10,2.54,9.4,"no",124,7.74,172.1,0,"no"
"407-9290","no",72,"408",1,97,30.11,177.1,105,15.7,184.7,6,2.16,8.0,"no",94,7.83,174.1,0,"no"
"358-6672","no",52,"510",1,63,22.66,133.3,123,15.65,184.1,2,3.65,13.5,"no",107,12.28,272.9,20,"yes"
"393-4621","no",103,"510",5,121,28.53,167.8,123,18.1,212.9,3,3.51,13.0,"no",73,9.37,208.2,0,"no"
"336-7357","no",74,"415",1,107,29.68,174.6,115,26.4,310.6,4,2.43,9.0,"no",92,10.56,234.7,32,"yes"
"351-1466","no",124,"415",2,101,25.55,150.3,112,21.75,255.9,4,3.38,12.5,"no",62,6.15,136.7,0,"no"
"394-6668","no",85,"510",5,110,48.14,283.2,108,20.37,239.7,1,1.7,6.3,"no",80,6.73,149.5,21,"yes"
"403-2673","yes",113,"408",5,83,26.83,157.8,56,13.73,161.5,2,2.35,8.7,"no",100,12.22,271.5,20,"yes"
"355-1735","no",71,"408",2,132,24.0,141.2,90,12.67,149.1,2,1.89,7.0,"no",72,7.71,171.4,0,"no"
"416-7679","no",177,"415",1,106,39.13,230.2,78,16.67,196.1,2,2.81,10.4,"no",108,9.69,215.4,27,"yes"
"340-4972","yes",49,"415",2,92,40.43,237.8,119,17.76,208.9,6,4.21,15.6,"yes",86,7.55,167.8,0,"no"
"417-4826","yes",106,"510",3,84,34.68,204.0,61,14.32,168.5,3,3.59,13.3,"yes",102,7.38,164.0,0,"no"
"408-6676","no",60,"510",1,106,37.59,221.1,48,15.18,178.6,3,2.0,7.4,"no",90,9.12,202.7,0,"no"
"417-6683","no",43,"408",4,93,30.12,177.2,60,12.12,142.6,2,3.43,12.7,"no",144,14.13,314.1,0,"no"
"331-6270","no",66,"510",1,133,20.06,118.0,99,21.09,248.1,5,1.43,5.3,"no",122,9.65,214.4,0,"no"
"404-9754","no",125,"415",0,73,27.85,163.8,85,21.73,255.6,4,4.24,15.7,"no",95,8.68,192.9,0,"no"
"364-9425","no",114,"510",3,96,24.02,141.3,88,19.58,230.4,3,2.54,9.4,"no",85,10.07,223.7,4,"yes"
